sysname	name	chr	posup	posdown	strand	control	type	alias	numPro	numTer	numSyn	numMiS	numNoS	Varelse	LocQTLLOD	info
YOL026C	MIM1	15	274012	274353	C	Verified	ORF	TOM13	0	4	4	0	0	0	42.2812134955784	Mitochondrial protein required for outer membrane protein import; cooperates with Tom70p to import the subset of proteins with multiple alpha-helical transmembrane segments, including Ugo1p, Tom20p, and others; present in a complex with Mim2p in the outer membrane that may create a local environment to facilitate membrane insertion of substrate proteins; also has a role in assembly of Tom20p into the TOM complex
tS(GCU)O		15	274673	274773	W		tRNA_gene									Serine tRNA (tRNA-Ser), predicted by tRNAscan-SE analysis
YOL025W	LAG2	15	274957	276939	W	Verified	ORF	ECM36	1	0	1	0	0	0	0	Protein that negatively regulates the SCF E3-ubiquitin ligase; regulates by interacting with and preventing neddyation of the cullin subunit, Cdc53p; longevity determinant that is preferentially expressed in young cells; similar to mammalian Cand1
YOL024W		15	277086	277604	W	Uncharacterized	ORF		0	0	1	1	0	1	0	Putative protein of unknown function; predicted to have thiol-disulfide oxidoreductase active site; YOL024W has a paralog, IGD1, that arose from the whole genome duplication
ARS1511		15	277530	277778			ARS	ARSXV-278								Autonomously Replicating Sequence; replication capacity dependent upon Sum1p
YOL023W	IFM1	15	278056	280086	W	Verified	ORF	translation initiation factor 2	3	0	1	0	0	0	3.02572581987527	Mitochondrial translation initiation factor 2
YOL022C	TSR4	15	280272	281498	C	Verified	ORF		0	1	0	1	0	0	0	Cytoplasmic protein required for correct processing of 20S pre-rRNA; protein required for processing of the 20S pre-rRNA at site D to generate mature 18S rRNA; essential gene in S288C background but not in CEN.PK2
tG(GCC)O2	SUF17	15	282164	282234	W		tRNA_gene									Glycine tRNA (tRNA-Gly), predicted by tRNAscan-SE analysis; can mutate to suppress +1 frameshift mutations in glycine codons
YOL021C	DIS3	15	282421	285426	C	Verified	ORF	exosome catalytic subunit DIS3|MTR17|RRP44	0	0	0	2	0	0	9.49457551963523	Exosome core complex catalytic subunit; has both endonuclease and 3'-5' exonuclease activity; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; role in degradation of tRNAs; similar to E. coli RNase R and to human DIS3, which partially complements dis3-81 heat sensitivity; mutations in Dis3p analogous to human mutations implicated in multiple myeloma impair exosome function; protein abundance increases under to DNA replication stress
YOL020W	TAT2	15	286172	287950	W	Verified	ORF	aromatic amino acid transmembrane transporter TAT2|TAP2|SCM2|SAB2|LTG3	1	0	0	0	0	0	56.5449276953227	High affinity tryptophan and tyrosine permease; overexpression confers FK506 and FTY720 resistance
tY(GUA)O	SUP3	15	288192	288280	W		tRNA_gene									Tyrosine tRNA (tRNA-Tyr), predicted by tRNAscan-SE analysis; can mutate to suppress ochre nonsense mutations
YOL019W-A		15	288420	288572	W	Uncharacterized	ORF		0	0	0	0	0	0	0	Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching
YOL019W		15	288898	290553	W	Uncharacterized	ORF	TOS7	0	0	1	3	0	0	0	Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and vacuole; YOL019W has a paralog, DCV1, that arose from the whole genome duplication
YOL018C	TLG2	15	290881	292074	C	Verified	ORF		0	3	0	0	0	0	21.1442268709167	Syntaxin-like t-SNARE; forms a complex with Tlg1p and Vti1p and mediates fusion of endosome-derived vesicles with the late Golgi; required along with VPS45 for an early step of the constitutive CVT pathway; interactions with Vps45 prevents Tlg2p degradation, and facilitates t-SNARE complex formation; homologous to mammalian SNARE protein syntaxin 16 (Sx16)
YOL017W	ESC8	15	292529	294673	W	Verified	ORF		1	0	5	5	0	0	0	Protein involved in telomeric and mating-type locus silencing; interacts with Sir2p and also interacts with Gal11p, which is a component of the RNA pol II mediator complex; ESC8 has a paralog, IOC3, that arose from the whole genome duplication
YOL016C	CMK2	15	294777	296120	C	Verified	ORF	calmodulin-dependent protein kinase CMK2	0	4	1	1	0	0	0	Calmodulin-dependent protein kinase; may play a role in stress response, many CA++/calmodulan dependent phosphorylation substrates demonstrated in vitro, amino acid sequence similar to mammalian Cam Kinase II; CMK2 has a paralog, CMK1, that arose from the whole genome duplication
YOL015W	IRC10	15	297078	298838	W	Verified	ORF		0	0	4	0	0	0	0	Protein of unknown function; subunit of the leading edge protein (LEP) complex (Ssp1-Ady3-Don1-Irc10) that forms a ring-like structure at the leading edge of the prospore membrane during meiosis II; null mutant displays increased levels of spontaneous Rad52p foci
YOL014W		15	299693	300067	W	Uncharacterized	ORF		0	0	0	0	0	1	62.597058871381	Putative protein of unknown function; mCherry fusion protein localizes to the cytosol and nucleus
YOLCdelta8		15	300683	301021	C		long_terminal_repeat									Ty1 LTR
YOL013W-B		15	300690	300980	W	Dubious	ORF	YOL013W-A	4	0	1	1	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the long terminal repeat (LTR) of a Ty1 element
YOL013W-A		15	301047	301238	W	Uncharacterized	ORF	YOL013W-B	2	0	0	2	0	1	29.8786918166248	Putative protein of unknown function; identified by SAGE
tP(UGG)O1		15	301097	301198	W		tRNA_gene									Proline tRNA (tRNA-Pro), predicted by tRNAscan-SE analysis; target of K. lactis zymocin
YOL013C	HRD1	15	301380	303035	C	Verified	ORF	E3 ubiquitin-protein ligase HRD1|DER3	0	6	0	1	0	0	3.90292742325677	Ubiquitin-protein ligase involved in ER-associated degradation (ERAD) of misfolded proteins; upon autoubiquitination triggers retrotranslocation of misfolded proteins to cytosol for degradation; genetically linked to the unfolded protein response (UPR); regulated through association with Hrd3p; contains an H2 ring finger; likely plays a general role in targeting proteins that persistently associate with and potentially obstruct the ER-localized translocon
YOL012C	HTZ1	15	303579	303983	C	Verified	ORF	histone H2AZ|H2AZ|H2A.F/Z|HTA3	0	1	0	0	0	0	0	Histone variant H2AZ; exchanged for histone H2A in nucleosomes by the SWR1 complex; involved in transcriptional regulation through prevention of the spread of silent heterochromatin; Htz1p-containing nucleosomes facilitate RNA Pol II passage by affecting correct assembly and modification status of RNA Pol II elongation complexes and by favoring efficient nucleosome remodeling
YOL011W	PLB3	15	305349	307409	W	Verified	ORF	lysophospholipase	1	0	4	0	0	0	18.2144137753599	Phospholipase B (lysophospholipase) involved in lipid metabolism; hydrolyzes phosphatidylinositol and phosphatidylserine and displays transacylase activity in vitro; PLB3 has a paralog, PLB1, that arose from the whole genome duplication
YOL010W	RCL1	15	307938	309041	W	Verified	ORF	rRNA-processing endoribonuclease	2	0	0	0	0	0	0	Endonuclease that cleaves pre-rRNA at site A2 for 18S rRNA biogenesis; subunit of U3-containing 90S preribosome processome complex involved in small ribosomal subunit assembly; stimulates Bms1p GTPase and U3 binding activity; similar to RNA cyclase-like proteins but no cyclase activity detected
YOL009C	MDM12	15	309324	310139	C	Verified	ORF	ERMES complex subunit MDM12	0	1	1	1	0	0	27.1590297220438	Mitochondrial outer membrane protein, ERMES complex subunit; required for transmission of mitochondria to daughter cells; required for mitophagy; may influence import and assembly of outer membrane beta-barrel proteins; ERMES complex is often co-localized with peroxisomes and with concentrated areas of pyruvate dehydrogenase
ARS1512		15	309359	309925			ARS	ARSXV-309								Replication origin; identified in multiple array studies, confirmed by plasmid-based recombinational ARS assay
YOL008W	COQ10	15	310312	310935	W	Verified	ORF	ubiquinone-binding protein COQ10	5	0	0	1	0	0	14.4578422379692	Coenzyme Q (ubiquinone) binding protein; functions in the delivery of Q<sub>6</sub> to its proper location for electron transport during respiration; START domain protein with homologs in bacteria and eukaryotes; respiratory growth defect of the null mutant is functionally complemented by human COQ10A
YOL007C	CSI2	15	311342	312367	C	Verified	ORF		0	3	2	1	0	0	0	Protein of unknown function; green fluorescent protein (GFP)- fusion protein localizes to the mother side of the bud neck and the vacuole; YOL007C is not an essential gene
YOL006C	TOP1	15	313078	315387	C	Verified	ORF	DNA topoisomerase 1|MAK17|MAK1	0	0	0	1	0	0	6.75413386445547	Topoisomerase I; nuclear enzyme that relieves torsional strain in DNA by cleaving and re-sealing the phosphodiester backbone; relaxes both positively and negatively supercoiled DNA; functions in replication, transcription, and recombination; role in processing ribonucleoside monophosphates in genomic DNA into irreversible single-strand breaks; enzymatic activity and interaction with Nsr1p are negatively regulated by polyphosphorylation
YOL005C	RPB11	15	315813	316175	C	Verified	ORF	DNA-directed RNA polymerase II core subunit RPB11|B12.5	0	1	0	0	0	0	0	RNA polymerase II subunit B12.5; part of central core; similar to Rpc19p and bacterial alpha subunit
YOL004W	SIN3	15	316938	321548	W	Verified	ORF	transcriptional regulator SIN3|UME4|SDS16|SDI1|RPD1|GAM2|CPE1	0	0	1	2	0	0	0	Component of both the Rpd3S and Rpd3L histone deacetylase complexes; involved in transcriptional repression and activation of diverse processes, including mating-type switching and meiosis; involved in the maintenance of chromosomal integrity
YOL003C	PFA4	15	321858	322994	C	Verified	ORF	palmitoyltransferase PFA4	0	0	0	0	0	0	0	Palmitoyltransferase with autoacylation activity; required for palmitoylation of amino acid permeases containing a C-terminal Phe-Trp-Cys site; required for modification of Chs3p; member of the DHHC family of putative palmitoyltransferases
YOL002C	IZH2	15	323411	324364	C	Verified	ORF	PAQR-type receptor|PHO36	0	0	0	0	0	0	0	Plasma membrane receptor for plant antifungal osmotin; involved in zinc ion homeostasis, apoptosis; negatively regulates ZRT1 and other functionally divergent genes through CCCTC promoter motif (IzRE); modulates FET3 activity in iron-independent manner; affects gene expression by influencing balance of competition between Msn2p/Msn4p and Nrg1p/Nrg2p for binding to IzRE; transcription regulated by Zap1p, zinc, fatty acid levels; homolog of mammalian adiponectin receptor
YOL001W	PHO80	15	325249	326130	W	Verified	ORF	phoR|VAC5|TUP7|AGS3	2	0	0	0	0	0	5.38342201498408	Cyclin; interacts with cyclin-dependent kinase Pho85p; regulates the response to nutrient levels and environmental conditions, including the response to phosphate limitation and stress-dependent calcium signaling
CEN15	CEN15	15	326584	326702	C		centromere									Chromosome XV centromere
YOR001W	RRP6	15	326832	329033	W	Verified	ORF	exosome nuclease subunit RRP6	0	0	0	1	0	0	0	Nuclear exosome exonuclease component; has 3'-5' exonuclease activity that is regulated by Lrp1p; involved in RNA processing, maturation, surveillance, degradation, tethering, and export; role in sn/snoRNAs precursor degradation; forms a stable heterodimer with Lrp1p; has similarity to E. coli RNase D and to human PM-Sc1 100 (EXOSC10); mutant displays reduced transcription elongation in the G-less-based
YOR002W	ALG6	15	329417	331051	W	Verified	ORF	dolichyl-P-Glc:Man(9)GlcNAc(2)-PP-dolichol alpha-1,3-glucosyltransferase	0	0	3	3	0	0	8.10938732925088	Alpha 1,3 glucosyltransferase; involved in transfer of oligosaccharides from dolichyl pyrophosphate to asparagine residues of proteins during N-linked protein glycosylation; C998T transition in human ortholog ALG6 causes carbohydrate-deficient glycoprotein syndrome type-Ic; wild-type human ortholog ALG6 can partially complement yeast alg6 mutant
YOR003W	YSP3	15	331455	332891	W	Verified	ORF	putative subtilisin-like protease YSP3	0	0	1	2	0	0	22.6140372741255	Putative precursor of the subtilisin-like protease III; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; YSP3 has a paralog, PRB1, that arose from the whole genome duplication
YOR004W	UTP23	15	333592	334356	W	Verified	ORF	rRNA-binding ribosome biosynthesis protein UTP23	1	0	0	0	0	0	0	Component of the small subunit processome; involved in 40S ribosomal subunit biogenesis; interacts with snR30 and is required for dissociation of snR30 from large pre-ribosomal particles; has homology to PINc domain protein Fcf1p, although the PINc domain of Utp23p is not required for function; essential protein
YOR005C	DNL4	15	334509	337343	C	Verified	ORF	DNA ligase (ATP) DNL4|LIG4	0	0	3	2	0	0	3.02301759539914	DNA ligase required for nonhomologous end-joining (NHEJ); forms stable heterodimer with required cofactor Lif1p, interacts with Nej1p; involved in meiosis, not essential for vegetative growth; mutations in human ortholog lead to ligase IV syndrome and Dubowitz syndrome
ARS1513		15	337424	337491			ARS	ARSXV-337								Autonomously Replicating Sequence
YOR006C	TSR3	15	337680	338621	C	Verified	ORF		0	0	2	3	0	0	5.4109567324973	Protein required for 20S pre-rRNA processing; involved in processing of the 20S pre-rRNA at site D to generate mature 18S rRNA; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus; relative distribution to the nucleus increases upon DNA replication stress
YOR007C	SGT2	15	338938	339978	C	Verified	ORF		0	2	0	0	0	0	16.0358792734326	Glutamine-rich cytoplasmic cochaperone; serves as a scaffold bringing together Get4, Get5p, and other TRC complex members that are required to mediate posttranslational insertion of tail-anchored proteins into the ER membrane; interacts with the prion domain of Sup35p; amyloid sensor; plays a role in targeting chaperones to prion aggregates; similar to human cochaperone SGT; forms cytoplasmic foci upon DNA replication stress
tR(ACG)O		15	340299	340371	C		tRNA_gene									Arginine tRNA (tRNA-Arg), predicted by tRNAscan-SE analysis; one of 6 nuclear tRNA genes containing the tDNA-anticodon ACG (converted to ICG in the mature tRNA), decodes CGU, CGC, and probably CGA codons into arginine, one of 19 nuclear tRNAs for arginine
YORCdelta9		15	340598	340898	C		long_terminal_repeat	YOLCdelta9								Ty1 LTR
YOR008C	SLG1	15	341278	342414	C	Verified	ORF	WSC1|HCS77	0	3	0	0	0	0	0	Sensor-transducer of the stress-activated PKC1-MPK1 kinase pathway; involved in maintenance of cell wall integrity; required for mitophagy; involved in organization of the actin cytoskeleton; secretory pathway Wsc1p is required for the arrest of secretion response
YOR008C-A		15	342857	343081	C	Uncharacterized	ORF		0	0	0	0	0	0	0	Putative protein of unknown function; includes a potential transmembrane domain; deletion results in slightly lengthened telomeres; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively
YOR008W-B		15	343929	344030	W	Dubious	ORF		2	0	0	0	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YOR009W	TIR4	15	344335	345798	W	Verified	ORF		1	0	0	1	1	0	5.44004960080489	Cell wall mannoprotein; expressed under anaerobic conditions and required for anaerobic growth; transcription is also induced by cold shock; member of the Srp1p/Tip1p family of serine-alanine-rich proteins
YOR010C	TIR2	15	346195	346950	C	Verified	ORF	putative GPI-anchored mannoprotein|SRP2	0	0	0	0	0	0	5.77838849938652	Putative cell wall mannoprotein; member of the Srp1p/Tip1p family of serine-alanine-rich proteins; transcription is induced by cold shock and anaerobiosis; TIR2 has a paralog, TIR3, that arose from the whole genome duplication
YOR011W	AUS1	15	349679	353863	W	Verified	ORF	ATP-binding cassette sterol transporter AUS1	6	0	11	5	0	0	45.2723591871659	Plasma membrane sterol transporter of the ATP-binding cassette family; required, along with Pdr11p, for uptake of exogenous sterols and their incorporation into the plasma membrane; activity is stimulated by phosphatidylserine; sterol uptake is required for anaerobic growth because sterol biosynthesis requires oxygen; AUS1 has a paralog, PDR11, that arose from the whole genome duplication
tT(AGU)O2		15	354041	354113	C		tRNA_gene									Threonine tRNA (tRNA-Thr), predicted by tRNAscan-SE analysis
YORWsigma2		15	354128	354466	W		long_terminal_repeat	YOLWsigma2								Ty3 LTR
YORWdelta10		15	354681	354958	W		long_terminal_repeat	YOLWdelta10								Ty1 LTR
YOR011W-A		15	355652	355858	W	Uncharacterized	ORF		4	0	0	1	0	0	0	Putative protein of unknown function
YOR012W		15	356543	356956	W	Uncharacterized	ORF		4	0	0	0	0	2	178.381385698653	Putative protein of unknown function
YOR013W	IRC11	15	356751	357221	W	Dubious	ORF		3	0	4	0	0	2	69.2358140842629	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized gene YOR012C; null mutant displays increased levels of spontaneous Rad52 foci
YOR014W	RTS1	15	357674	359947	W	Verified	ORF	protein phosphatase 2A regulatory subunit RTS1|SCS1	8	0	5	2	0	0	25.6117166215746	B-type regulatory subunit of protein phosphatase 2A (PP2A); Rts1p and Cdc55p are alternative regulatory subunits for PP2A catalytic subunits, Pph21p and Pph22p; PP2A-Rts1p protects cohesin when recruited by Sgo1p to the pericentromere; highly enriched at centromeres in the absence of Cdc55p; required for maintenance of septin ring organization during cytokinesis, for ring disassembly in G1 and for dephosphorylation of septin, Shs1p; homolog of the mammalian B' subunit of PP2A
YOR015W		15	359993	360352	W	Uncharacterized	ORF		2	0	0	0	0	0	6.29076691349991	Putative protein of unknown function; conserved among S. cerevisiae strains; YOR015W is not an essential gene
YOR016C	ERP4	15	360461	361084	C	Verified	ORF		0	0	3	1	0	0	7.94831948618579	Member of the p24 family involved in ER to Golgi transport; similar to Emp24p and Erv25p; ERP4 has a paralog, ERP2, that arose from the whole genome duplication
YOR017W	PET127	15	361412	363814	W	Verified	ORF		2	0	4	5	0	0	9.46838919584573	Protein with a role in 5'-end processing of mitochondrial RNAs; located in the mitochondrial membrane
YOR018W	ROD1	15	364369	366882	W	Verified	ORF	ART4	5	0	7	2	0	0	0	Alpha-arrestin involved in ubiquitin-dependent endocytosis; activating dephosphorylation relays glucose signaling to transporter endocytosis; calcineurin dephosphorylation is required for Rsp5p-dependent internalization of agonist-occupied Ste2p, as part of signal desensitization; recruits Rsp5p to Ste2p via its 2 PPXY motifs; protein abundance increases in response to DNA replication stress; ROD1 has a paralog, ROG3, that arose from the whole genome duplication
YOR019W		15	368127	370319	W	Verified	ORF		7	0	9	4	0	0	165.425812470851	Protein of unknown function; may interact with ribosomes, based on co-purification experiments; YOR019W has a paralog, JIP4, that arose from the whole genome duplication
YOR020C	HSP10	15	370524	370844	C	Verified	ORF	CPN10	0	4	0	0	0	0	7.99743019550932	Mitochondrial matrix co-chaperonin; inhibits the ATPase activity of Hsp60p, a mitochondrial chaperonin; involved in protein folding and sorting in the mitochondria; 10 kD heat shock protein with similarity to E. coli groES
YOR020W-A		15	371685	371957	W	Uncharacterized	ORF		3	0	0	0	0	0	91.5447741129988	Putative protein of unknown function; conserved in A. gossypii; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
YOR021C	SFM1	15	372798	373439	C	Verified	ORF	protein-arginine N-methyltransferase SFM1	0	8	0	0	0	0	7.87420743582153	SPOUT methyltransferase; catalyzes omega-monomethylation of Rps3p on Arg-146; not an essential gene; predicted to be involved in rRNA processing and ribosome biogenesis and in biopolymer catabolism
YOR022C	DDL1	15	373710	375857	C	Verified	ORF	putative carboxylic ester hydrolase	0	5	11	4	0	0	35.9237110099316	DDHD domain-containing phospholipase A1; mitochondrial matrix enzyme with sn-1-specific activity, hydrolyzing cardiolipin, PE, PC, PG and PA; implicated in remodeling of mitochondrial phospholipids; antagonistically regulated by Aft1p and Aft2p; in humans, mutations in DDHD1 and DDHD2 genes cause specific types of hereditary spastic paraplegia, while DDL1-defective yeast share similar phenotypes such as mitochondrial dysfunction and defects in lipid metabolism
YOR023C	AHC1	15	376012	377712	C	Verified	ORF		0	2	10	3	0	0	5.93288681464768	Subunit of the Ada histone acetyltransferase complex; required for structural integrity of the complex; Ahc2p and Ahc1p are unique to the ADA complex and not shared with the related SAGA and SLIK complexes; Ahc2p may tether Ahc1p to the complex
YOR024W		15	377847	378170	W	Dubious	ORF	IRC12	5	0	2	2	1	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YOR025W	HST3	15	378219	379562	W	Verified	ORF	NAD-dependent histone deacetylase HST3	7	0	12	3	0	0	0	Member of the Sir2 family of NAD(+)-dependent protein deacetylases; involved along with Hst4p in telomeric silencing, cell cycle progression, radiation resistance, genomic stability and short-chain fatty acid metabolism
YOR026W	BUB3	15	379781	380806	W	Verified	ORF	PAC9	7	0	9	6	0	0	12.344828464445	Kinetochore checkpoint WD40 repeat protein; localizes to kinetochores during prophase and metaphase, delays anaphase in the presence of unattached kinetochores; forms complexes with Mad1p-Bub1p and with Cdc20p, binds Mad2p and Mad3p; functions at kinetochore to activate APC/C-Cdc20p for normal mitotic progression
YOR027W	STI1	15	381053	382822	W	Verified	ORF	Hsp90 cochaperone STI1	7	0	14	4	0	0	28.984632067426	Hsp90 cochaperone; regulates spatial organization of amyloid-like proteins in the cytosol, thereby buffering the proteotoxicity caused by amyloid-like proteins; interacts with the Ssa group of the cytosolic Hsp70 chaperones and activates Ssa1p ATPase activity; interacts with Hsp90 chaperones and inhibits their ATPase activity; homolog of mammalian Hop
YOR028C	CIN5	15	383533	384420	C	Verified	ORF	YAP4|HAL6	0	3	3	2	0	0	0	Basic leucine zipper (bZIP) transcription factor of the yAP-1 family; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; mediates pleiotropic drug resistance and salt tolerance; nuclearly localized under oxidative stress and sequestered in the cytoplasm by Lot6p under reducing conditions; CIN5 has a paralog, YAP6, that arose from the whole genome duplication
YOR029W		15	384600	384935	W	Uncharacterized	ORF		8	0	2	11	0	0	0	Putative protein of unknown function; conserved among S. cerevisiae strains; YOR029W is not an essential gene
YOR030W	DFG16	15	386825	388684	W	Verified	ORF	ZRG12|ECM41	7	0	1	1	0	0	0	Probable multiple transmembrane protein; involved in diploid invasive and pseudohyphal growth upon nitrogen starvation; is glycosylated and phosphorylated; interacts with Rim21p and Rim9p in the plasma membrane to form a pH-sensing complex in the Rim101 pathway and is required to maintain Rim21p levels; required for accumulation of processed Rim101p
YOR031W	CRS5	15	389213	389422	W		blocked_reading_frame	metallothionein CRS5								Copper-binding metallothionein; required for wild-type copper resistance
YOR032C	HMS1	15	389771	391075	C	Verified	ORF		0	7	4	4	1	0	22.2771263525645	bHLH protein with similarity to myc-family transcription factors; overexpression confers hyperfilamentous growth and suppresses the pseudohyphal filamentation defect of a diploid mep1 mep2 homozygous null mutant
YOR032W-A		15	392176	392376	W	Uncharacterized	ORF		5	0	0	2	0	0	0	Protein of unknown function; SWAT-GFP and seamless-GFP fusion proteins localize to the endoplasmic reticulum; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching
YOR033C	EXO1	15	392416	394524	C	Verified	ORF	Rad2 family nuclease EXO1|DHS1	0	6	12	4	0	0	19.2387298584695	5'-3' exonuclease and flap-endonuclease; involved in recombination, double-strand break repair, MMS2 error-free branch of the post replication (PRR) pathway and DNA mismatch repair; role in telomere maintenance; member of the Rad2p nuclease family, with conserved N and I nuclease domains; relative distribution to the nucleus increases upon DNA replication stress; EXO1 has a paralog, DIN7, that arose from the whole genome duplication
YOR034C	AKR2	15	394837	397086	C	Verified	ORF	putative palmitoyltransferase AKR2	0	2	4	6	0	1	32.5817396823768	Ankyrin repeat-containing protein; member of a family of putative palmitoyltransferases containing an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain; possibly involved in constitutive endocytosis of Ste3p; AKR2 has a paralog, AKR1, that arose from the whole genome duplication
YOR034C-A		15	397426	397668	C	Uncharacterized	ORF		0	2	0	0	0	1	0	Putative protein of unknown function; identified by expression profiling and mass spectrometry
YOR035C	SHE4	15	397735	400104	C	Verified	ORF	DIM1	0	1	1	1	0	0	4.76765550950354	Protein containing a UCS (UNC-45/CRO1/SHE4) domain; binds to myosin motor domains to regulate myosin function; involved in endocytosis, polarization of the actin cytoskeleton, and asymmetric mRNA localization
YOR036W	PEP12	15	400348	401214	W	Verified	ORF	SNAP receptor PEP12|VPT13|VPS6|VPL6	1	0	0	0	0	0	0	Target membrane receptor (t-SNARE); for vesicular intermediates traveling between the Golgi apparatus and the vacuole; controls entry of biosynthetic, endocytic, and retrograde traffic into the prevacuolar compartment; syntaxin
YOR037W	CYC2	15	401555	402655	W	Verified	ORF	oxidoreductase	1	0	0	2	0	0	0	Mitochondrial peripheral inner membrane protein; contains a FAD cofactor in a domain exposed in the intermembrane space; exhibits redox activity in vitro; likely participates in ligation of heme to acytochromes c and c1 (Cyc1p and Cyt1p)
YOR038C	HIR2	15	402761	405388	C	Verified	ORF	SPT1	0	2	2	2	0	0	57.5947189970503	Subunit of HIR nucleosome assembly complex; involved in regulation of histone gene transcription; recruits Swi-Snf complexes to histone gene promoters; promotes heterochromatic gene silencing with Asf1p; relocalizes to the cytosol in response to hypoxia
YOR039W	CKB2	15	405768	406544	W	Verified	ORF	casein kinase 2 regulatory subunit CKB2	1	0	0	0	0	0	5.37879897778454	Beta' regulatory subunit of casein kinase 2 (CK2); a Ser/Thr protein kinase with roles in cell growth and proliferation; CK2, comprised of CKA1, CKA2, CKB1 and CKB2, has many substrates including transcription factors and all RNA polymerase
YOR040W	GLO4	15	407064	407921	W	Verified	ORF	hydroxyacylglutathione hydrolase GLO4	1	0	5	0	0	0	8.93987164461763	Mitochondrial glyoxalase II; catalyzes the hydrolysis of S-D-lactoylglutathione into glutathione and D-lactate; GLO4 has a paralog, GLO2, that arose from the whole genome duplication
snR9	SNR9	15	407948	408134	C		snoRNA_gene									H/ACA box small nucleolar RNA (snoRNA); guides pseudouridylation of large subunit (LSU) rRNA at position U2340 and U2345
YOR041C		15	408358	408789	C	Dubious	ORF	SRF5	0	3	4	4	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 85% of ORF overlaps the uncharacterized gene CUE5; deletion in cyr1 mutant results in loss of stress resistance
YOR042W	CUE5	15	408425	409660	W	Verified	ORF	ubiquitin-binding protein CUE5	2	0	8	5	0	0	126.225063908679	Ubiquitin-binding protein; functions as ubiquitin-Atg8p adaptor in ubiquitin-dependent autophagy; serves as proteaphagy receptor for inactivated 26S proteasomes; contains CUE domain that binds ubiquitin, which may facilitate intramolecular monoubiquitination; CUE5 has a paralog, DON1, that arose from the whole genome duplication; human TOLLIP is a functional CUE-domain homolog, can complement yeast null mutant, rescuing hypersensitivity of cue5 null mutant cells to Htt-96Q
snR62	SNR62	15	409765	409864	C		snoRNA_gene									C/D box small nucleolar RNA (snoRNA); guides 2'-O-methylation of large subunit (LSU) rRNA at position U1888
YOR043W	WHI2	15	410870	412330	W	Verified	ORF		4	0	7	5	0	0	48.3364967722383	Protein required for full activation of the general stress response; required with binding partner Psr1p, possibly through Msn2p dephosphorylation; regulates growth during the diauxic shift; negative regulator of G1 cyclin expression; SWAT-GFP, seamless-GFP and mCherry fusion proteins localize to the cell periphery
YOR044W	IRC23	15	413007	413480	W	Verified	ORF		8	0	1	0	0	0	9.87088596103673	Protein of unknown function; green fluorescent protein (GFP)-fusion localizes to the ER; null mutant displays increased levels of spontaneous Rad52p foci; IRC23 has a paralog, BSC2, that arose from the whole genome duplication
YOR045W	TOM6	15	413852	414037	W	Verified	ORF	MOM8B|ISP6	5	0	0	0	0	0	0	Component of the TOM (translocase of outer membrane) complex; responsible for recognition and initial import steps for all mitochondrially directed proteins; promotes assembly and stability of the TOM complex
YOR046C	DBP5	15	414459	415907	C	Verified	ORF	ATP-dependent RNA helicase DBP5|RAT8	0	6	17	1	0	0	3.60536133390409	Cytoplasmic ATP-dependent RNA helicase of the DEAD-box family; involved in mRNA export from the nucleus, remodeling messenger ribonucleoprotein particles (mRNPs), with ATPase activity stimulated by Gle1p, IP6 and Nup159p; involved in translation termination along with Sup45p (eRF1); role in the cellular response to heat stress
YOR047C	STD1	15	416347	417681	C	Verified	ORF	SFS3|MSN3	0	9	6	4	0	0	9.44936134326574	Protein involved in control of glucose-regulated gene expression; interacts with kinase Snf1p, glucose sensors Snf3p and Rgt2p, TATA-binding Spt15p; regulator of transcription factor Rgt1p; interactions with Pma1p appear to propagate [GAR+]; STD1 has a paralog, MTH1, that arose from the whole genome duplication
YOR048C	RAT1	15	418630	421650	C	Verified	ORF	ssRNA exonuclease RAT1|XRN2|TAP1|HKE1	0	6	22	3	0	0	27.1202996259872	Nuclear 5' to 3' single-stranded RNA exonuclease; involved in RNA metabolism, including rRNA and snoRNA processing, as well as poly (A+) dependent and independent mRNA transcription termination; required for cotranscriptional pre-rRNA cleavage; displaces Cdk1p from elongating transcripts, especially as RNAPII reaches the poly(A) site, negatively regulates phosphorylation of the CTD of RNAPII, and inhibits RNAPII transcriptional elongation
